container_name,type,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
dy-nginx-deb,dynamic,100,100,0,0.1223750114440918,817.1602913041276,0.0025726974528398516,0.021023062000000002,1,0.6224999999999999,0.6224999999999999,4.9799999999999995,50.3046875,50.3046875,100.609375
dy-nginx-deb,dynamic,1000,1000,0,1.038167953491211,963.2352806086361,0.0838227799847431,0.08074105899999999,3,1.4175,1.4175,11.34,54.385416666666664,56.1875,163.15625
dy-nginx-deb,dynamic,5000,5000,0,5.038769483566284,992.3057636010678,1.3012252313564934,0.2582426593636363,11,1.59,1.7137499999999999,38.16,63.33203125,65.01953125,316.66015625
dy-nginx-deb,dynamic,8000,8000,0,8.096060514450073,988.1349065661476,2.0867982967687655,0.25775478,20,1.6740000000000002,2.04375,66.96000000000001,67.65792410714286,68.68359375,473.60546875
dy-nginx-deb,dynamic,10000,10000,0,11.152995586395264,896.6200983884796,3.088212255547818,0.2768953176413793,29,1.5464583333333335,1.7487499999999998,74.23,70.3193359375,71.328125,562.5546875
dy-nginx-deb,dynamic,15000,15000,0,16.112941026687622,930.928746971501,4.945890685938688,0.3069514545945947,37,1.6681944444444445,2.05125,120.11,81.61860795454545,81.953125,897.8046875
dy-nginx-deb,dynamic,20000,20000,0,22.048974752426147,907.0716541048835,5.923561352844177,0.26865472972580645,62,1.7354166666666666,2.06,166.6,92.85267857142857,93.76953125,1299.9375
dy-nginx-deb,dynamic,30000,28231,1769,40.02338671684265,749.5617552868257,11.28814061701572,0.28203861649382717,81,1.3095833333333333,1.985,251.44,108.04015625,110.48046875,2701.00390625
dy-nginx-deb,dynamic,40000,31026,8974,65.35163617134094,612.0734283549805,18.15692416131587,0.2778342704949496,99,1.1316118421052632,2.0800000000000005,344.01,124.20283203125,127.0859375,4968.11328125
dy-nginx-deb,dynamic,50000,41302,8698,76.34470510482788,654.9242666055973,18.78296072770862,0.2460283355855261,152,1.1567222222222222,1.9012500000000003,416.42,144.4585597826087,147.12890625,6645.09375
dy-nginx-deb,dynamic,60000,51285,8715,88.55893230438232,677.5149433122841,24.364020995327756,0.2751164717251464,171,1.2756862745098039,1.9087500000000002,520.48,160.53464033018867,163.70703125,8508.3359375
dy-nginx-deb,dynamic,70000,56463,13537,111.75466823577881,626.3720442739335,30.175411006245014,0.2700147696969692,198,1.2072884615384614,2.07125,627.79,179.96729244402985,183.859375,12057.80859375
dy-nginx-deb,dynamic,80000,64042,15958,132.69607949256897,602.881413723154,36.28845415359749,0.2734704317743589,195,1.1507305194805195,2.045,708.85,196.81096716772151,201.41015625,15548.06640625
